
3,5,1
3,30,1
3,32,1
3,54,1
3,69,1
3,101,1
3,126,1
3,174,1
3,183,1
3,184,1
3,189,1
3,217,1
3,247,1
3,248,1
3,271,1
3,313,1
3,328,1
3,333,1
3,373,1
3,398,1
3,447,1
3,482,1
3,486,1
3,494,1
3,545,1
3,567,1
3,609,1
3,733,1
3,768,1
4,11,1
4,30,1
4,69,1
4,79,1
4,118,1
4,135,1
4,182,1
4,231,1
4,233,1
4,246,1
4,280,1
4,319,1
4,389,1
4,393,1
4,432,1
4,510,1
4,529,1
4,574,1
4,610,1
4,661,1
4,663,1
4,791,1
4,5,1
4,6,1
4,9,1
4,29,1
4,32,1
4,36,1
4,48,1
4,52,1
4,93,1
4,119,1
4,134,1
4,143,1
4,163,1
4,174,1
4,177,1
4,186,1
4,187,1
4,259,1
4,340,1
4,406,1
4,439,1
4,509,1
4,556,1
4,588,1
4,612,1
4,751,1
4,763,1
4,773,1
4,788,1
5,42,1
5,46,1
5,58,1
5,60,1
5,68,1
5,86,1
5,91,1
5,111,1
5,121,1
5,136,1
5,139,1
5,166,1
5,275,1
5,294,1
5,313,1
5,360,1
5,367,1
5,429,1
5,560,1
5,574,1
5,797,1
5,584,1
5,667,1
5,716,1
5,6,1
5,16,1
5,29,1
5,50,1
5,66,1
5,119,1
5,151,1
5,167,1
5,209,1
5,262,1
5,344,1
5,394,1
5,413,1
5,434,1
5,495,1
5,496,1
5,610,1
5,612,1
5,622,1
6,9,1
6,28,1
6,30,1
6,48,1
6,60,1
6,63,1
6,78,1
6,87,1
6,129,1
6,152,1
6,164,1
6,509,1
6,510,1
6,564,1
6,733,1
6,747,1
6,757,1
6,761,1
6,29,1
6,186,1
6,250,1
6,253,1
6,443,1
6,555,1
6,688,1
9,36,1
9,63,1
9,114,1
9,135,1
9,189,1
9,195,1
9,208,1
9,219,1
9,230,1
9,252,1
9,800,1
9,330,1
9,347,1
9,412,1
9,519,1
9,547,1
9,562,1
9,622,1
9,682,1
9,733,1
9,769,1
9,789,1
9,11,1
9,556,1
9,672,1
9,674,1
9,760,1
9,773,1
11,29,1
11,101,1
11,106,1
11,169,1
11,306,1
11,441,1
11,698,1
11,672,1
11,674,1
11,711,1
93,507,1
93,177,1
93,207,1
93,259,1
93,500,1
101,263,1
101,795,1
101,521,1
101,127,1
101,217,1
101,271,1
101,468,1
101,486,1
101,769,1
127,104,1
127,123,1
127,799,1
127,571,1
127,612,1
207,500,1
217,118,1
217,248,1
217,570,1
217,468,1
217,567,1
236,78,1
236,141,1
236,326,1
236,592,1
236,368,1
250,114,1
250,183,1
250,739,1
368,359,1
368,447,1
368,452,1
468,628,1
468,769,1
711,272,1
711,436,1
739,166,1
638,554,1
710,438,1
32,71,1
32,104,1
32,123,1
32,140,1
32,69,1
32,126,1
32,187,1
32,313,1
32,615,1
32,628,1
187,282,1
187,311,1
187,545,1
187,653,1
187,487,1
187,628,1
187,763,1
247,69,1
247,315,1
763,277,1
763,317,1
763,515,1
29,64,1
29,106,1
29,169,1
29,561,1
29,641,1
29,134,1
29,253,1
29,274,1
29,323,1
29,406,1
29,426,1
29,555,1
29,654,1
64,219,1
64,736,1
68,16,1
68,91,1
68,166,1
68,689,1
68,74,1
68,86,1
68,111,1
68,164,1
68,272,1
68,320,1
68,370,1
68,393,1
68,446,1
68,582,1
68,613,1
68,623,1
91,16,1
91,139,1
91,147,1
91,241,1
91,360,1
91,712,1
91,137,1
139,42,1
139,147,1
139,182,1
139,516,1
139,523,1
139,560,1
147,241,1
147,523,1
393,16,1
393,429,1
521,795,1
30,48,1
30,69,1
30,78,1
30,83,1
30,141,1
30,271,1
30,295,1
30,389,1
30,457,1
30,735,1
30,761,1
30,82,1
30,184,1
30,507,1
54,102,1
54,482,1
69,83,1
69,295,1
69,457,1
69,126,1
69,515,1
69,545,1
126,102,1
126,144,1
126,549,1
126,313,1
126,333,1
126,515,1
126,562,1
126,615,1
174,43,1
174,398,1
183,114,1
183,215,1
183,794,1
183,248,1
183,328,1
183,791,1
184,151,1
189,63,1
189,448,1
248,118,1
248,727,1
248,328,1
248,791,1
271,569,1
271,486,1
271,733,1
313,136,1
313,333,1
313,615,1
328,43,1
328,364,1
328,644,1
328,791,1
333,28,1
333,52,1
373,16,1
373,42,1
373,58,1
398,157,1
398,357,1
398,684,1
486,733,1
494,555,1
545,282,1
567,106,1
609,209,1
733,63,1
79,182,1
79,192,1
79,283,1
79,529,1
79,83,1
118,52,1
118,570,1
118,194,1
118,561,1
135,114,1
135,233,1
135,252,1
135,319,1
135,149,1
135,216,1
135,391,1
182,42,1
182,192,1
182,529,1
182,606,1
182,758,1
231,16,1
231,116,1
231,246,1
231,249,1
231,378,1
231,598,1
233,157,1
233,319,1
233,357,1
246,36,1
246,249,1
246,610,1
246,503,1
280,114,1
319,28,1
319,63,1
319,169,1
389,432,1
389,660,1
432,294,1
432,660,1
432,661,1
510,323,1
510,499,1
529,176,1
529,576,1
574,211,1
610,495,1
661,58,1
661,284,1
661,348,1
663,16,1
663,255,1
36,230,1
36,562,1
36,48,1
36,58,1
36,94,1
36,212,1
36,226,1
36,249,1
36,297,1
36,364,1
36,461,1
36,503,1
36,564,1
36,624,1
36,660,1
36,752,1
48,78,1
48,141,1
48,576,1
48,102,1
48,143,1
48,203,1
48,257,1
48,318,1
48,360,1
48,564,1
52,28,1
52,50,1
52,133,1
52,137,1
52,163,1
52,224,1
52,588,1
52,778,1
119,287,1
119,163,1
119,684,1
134,43,1
134,340,1
134,406,1
134,426,1
143,751,1
163,133,1
163,137,1
163,588,1
163,684,1
177,426,1
177,438,1
177,439,1
340,203,1
340,370,1
340,404,1
340,773,1
406,618,1
406,627,1
509,152,1
556,82,1
556,303,1
556,760,1
556,773,1
588,137,1
612,104,1
612,571,1
751,303,1
751,498,1
773,203,1
788,42,1
788,58,1
788,111,1
42,58,1
42,111,1
42,318,1
42,446,1
42,516,1
42,758,1
46,121,1
46,136,1
46,212,1
46,232,1
46,253,1
46,284,1
46,300,1
46,434,1
46,528,1
46,540,1
46,575,1
46,716,1
58,111,1
58,87,1
58,94,1
58,195,1
58,252,1
58,284,1
58,291,1
58,342,1
58,348,1
58,408,1
58,575,1
58,687,1
58,698,1
60,16,1
60,87,1
60,797,1
60,560,1
60,595,1
60,133,1
60,270,1
60,330,1
60,441,1
60,677,1
60,738,1
86,74,1
86,287,1
86,320,1
111,16,1
111,164,1
111,370,1
111,446,1
111,477,1
121,106,1
121,212,1
121,232,1
121,346,1
121,512,1
121,672,1
121,777,1
136,226,1
136,284,1
136,367,1
136,654,1
136,786,1
166,167,1
166,429,1
166,584,1
166,689,1
275,16,1
275,294,1
275,667,1
360,102,1
360,203,1
367,544,1
367,583,1
429,16,1
429,167,1
429,584,1
560,595,1
797,641,1
584,82,1
584,415,1
667,434,1
667,679,1
716,295,1
716,436,1
16,758,1
16,28,1
16,74,1
16,116,1
16,141,1
16,175,1
16,241,1
16,255,1
16,263,1
16,303,1
16,306,1
16,370,1
16,477,1
16,519,1
16,548,1
16,553,1
16,582,1
16,696,1
50,28,1
50,381,1
50,479,1
50,167,1
50,311,1
50,568,1
66,43,1
66,94,1
66,149,1
66,153,1
66,194,1
66,270,1
66,277,1
66,290,1
66,329,1
66,477,1
66,503,1
66,531,1
66,544,1
66,394,1
66,542,1
66,681,1
151,116,1
151,305,1
167,209,1
167,568,1
209,269,1
209,348,1
209,459,1
209,662,1
209,262,1
209,434,1
262,152,1
262,157,1
262,496,1
262,434,1
344,413,1
413,303,1
434,679,1
495,255,1
495,362,1
496,152,1
622,230,1
28,133,1
28,224,1
28,381,1
28,473,1
28,564,1
28,757,1
28,63,1
28,116,1
28,141,1
28,169,1
28,480,1
63,448,1
63,682,1
63,690,1
63,169,1
63,404,1
63,566,1
63,664,1
78,141,1
78,326,1
78,572,1
78,592,1
78,735,1
78,787,1
78,152,1
78,423,1
78,479,1
78,524,1
87,196,1
87,799,1
129,152,1
129,157,1
129,268,1
129,687,1
129,322,1
129,329,1
129,506,1
129,549,1
129,678,1
152,157,1
152,164,1
152,216,1
152,687,1
152,524,1
164,216,1
164,272,1
747,195,1
747,381,1
747,452,1
761,123,1
761,153,1
253,528,1
253,630,1
253,274,1
253,323,1
253,499,1
443,688,1
688,74,1
426,654,1
575,408,1
599,571,1
800,528,1
43,94,1
43,149,1
43,153,1
43,211,1
43,257,1
43,270,1
43,285,1
43,469,1
43,544,1
43,705,1
71,104,1
71,282,1
83,295,1
99,175,1
99,359,1
99,752,1
99,157,1
99,679,1
102,144,1
102,323,1
102,549,1
102,668,1
102,203,1
106,169,1
106,698,1
106,211,1
106,215,1
106,326,1
106,777,1
114,215,1
114,678,1
114,149,1
114,618,1
157,684,1
157,357,1
192,283,1
192,322,1
192,606,1
192,735,1
194,329,1
194,474,1
194,651,1
194,463,1
211,94,1
211,215,1
224,620,1
315,581,1
318,446,1
322,283,1
322,549,1
326,141,1
357,684,1
423,624,1
423,760,1
423,479,1
528,630,1
542,116,1
542,572,1
542,681,1
572,787,1
573,311,1
606,787,1
620,381,1
620,479,1
620,756,1
693,219,1
693,582,1
693,756,1
756,381,1
756,479,1
205,516,1
205,786,1
263,255,1
359,452,1
359,690,1
195,94,1
195,291,1
195,342,1
195,381,1
195,452,1
195,473,1
195,629,1
195,698,1
208,123,1
208,330,1
208,230,1
208,268,1
208,317,1
208,345,1
208,459,1
208,512,1
219,582,1
230,123,1
230,769,1
230,268,1
230,459,1
330,547,1
330,594,1
330,621,1
330,677,1
330,743,1
347,94,1
412,651,1
547,641,1
562,515,1
682,677,1
682,690,1
672,512,1
674,777,1
618,149,1
123,104,1
123,140,1
123,153,1
123,268,1
144,323,1
144,668,1
144,681,1
153,149,1
153,270,1
153,277,1
153,290,1
153,317,1
153,503,1
317,270,1
317,277,1
317,515,1
317,345,1
306,334,1
306,627,1
441,696,1
671,269,1
241,523,1
531,94,1
571,104,1
571,799,1
627,691,1
94,149,1
94,285,1
94,277,1
94,284,1
94,290,1
94,372,1
94,381,1
94,452,1
94,473,1
94,592,1
94,668,1
94,691,1
94,706,1
257,705,1
287,501,1
323,668,1
323,681,1
323,499,1
329,477,1
329,506,1
477,370,1
664,566,1
664,736,1
104,140,1
104,487,1
104,548,1
104,282,1
104,283,1
104,285,1
74,82,1
74,274,1
74,297,1
74,577,1
74,583,1
74,629,1
74,303,1
74,548,1
116,305,1
116,141,1
116,448,1
116,480,1
116,498,1
141,735,1
255,362,1
255,723,1
303,82,1
303,342,1
303,498,1
303,738,1
303,548,1
370,582,1
553,82,1
553,702,1
765,364,1
765,461,1
176,82,1
176,269,1
176,346,1
176,576,1
176,644,1
269,348,1
269,295,1
269,346,1
269,436,1
346,212,1
346,512,1
346,644,1
404,203,1
404,566,1
566,345,1
566,415,1
644,364,1
82,415,1
415,345,1
415,469,1
507,598,1
598,249,1
381,473,1
381,479,1
381,452,1
473,452,1
554,362,1
554,506,1
249,297,1
249,624,1
570,474,1
570,577,1
478,743,1
681,668,1
216,149,1
216,594,1
345,512,1
778,540,1
786,654,1
274,629,1
362,506,1
133,137,1
133,499,1
133,270,1
133,794,1
295,436,1
140,334,1
615,226,1
691,290,1
212,232,1
212,512,1
297,577,1
297,624,1
364,613,1
364,461,1
503,290,1
196,272,1
272,436,1
291,342,1
623,613,1
149,285,1
270,277,1
270,515,1
270,544,1
270,738,1
705,569,1
215,794,1
232,540,1
284,348,1
621,594,1
621,677,1
277,515,1
277,668,1
277,706,1
342,738,1
448,498,1
448,525,1
290,474,1
290,702,1
577,474,1
372,662,1
525,498,1
523,630,1
459,662,1
474,651,1
